"","actor.followersCount","actor.friendsCount","actor.languages","actor.link","actor.preferredUsername","actor.statusesCount","body","generator.displayName","lat","lon","gnip.klout_score","inReplyTo.link","link","object.actor.displayName","object.actor.followersCount","object.actor.preferredUsername","object.actor.statusesCount","object.twitter_entities.hashtags.text","postedTime","day","hour","min","sec","comboTime","retweetCount","twitter_entities.hashtags.text","twitter_entities.user_mentions.screen_name","verb"
"80143",14529,46,"es","http://www.twitter.com/Hum0rROJO","Hum0rROJO","781","#Sandy es tan CABRONA que ha hecho hasta lo imposible, Cerrar los McDonald's? #H0R http://t.co/8PLRNMbP","Twitter for Android","40.7799455","-73.2451099","64","","http://twitter.com/Hum0rROJO/statuses/263030235291856896","","","","","","2012-10-29T21:31:09.000Z",29,21,31,9,"10-29 21:31","","Sandy,H0R","","post"
"61538",74,162,"en","http://www.twitter.com/TheNickSalazar","TheNickSalazar","10036","The one day I forget my iPad is the day I want to be updated on Hurricane #Sandy.","iOS","35.08629","-106.623257","46","","http://twitter.com/TheNickSalazar/statuses/262964140103049219","","","","","","2012-10-29T17:08:31.000Z",29,17,8,31,"10-29 17:08","0","Sandy","","post"
"192375",307,645,"en","http://www.twitter.com/erinmay0731","erinmay0731","968","#pseg vans all around.  Hoping it brings #power back soon! #superstormsandy #jerse @ Hudson Point Apartments http://t.co/aUfBs4u2","Instagram","40.71278902","-74.04108289","27","","http://twitter.com/erinmay0731/statuses/264806033652858880","","","","","","2012-11-03T19:07:32.000Z",3,19,7,32,"11-03 19:07","","pseg,power","","post"
"101928",611,805,"en","http://www.twitter.com/ImanniWilliams","ImanniWilliams","33101","Got my shit charged up. I'm ready for whatever Sandy has to bring ??","Twitter for iPhone","41.5458468","-81.54096116","42","","http://twitter.com/ImanniWilliams/statuses/263092999913869313","","","","","","2012-10-30T01:40:33.000Z",30,1,40,33,"10-30 01:40","0","","","post"
"39879",21,107,"en","http://www.twitter.com/TKrisler","TKrisler","181","Hoping everyone is ready for hurricane #sandy the next few days will be rough, but we'll all get thru it. God bless.","Twitter for Android","41.4636208","-75.6271364","24","","http://twitter.com/TKrisler/statuses/262752360730857474","","","","","","2012-10-29T03:06:59.000Z",29,3,6,59,"10-29 03:06","","sandy","","post"
"167395",38,126,"en","http://www.twitter.com/jerseygurl47","jerseygurl47","521","The worst I have ever seen ..Sandy wasn't no joke . She was the NE baby Katrina . NO hasn't fully recovered since 2005","Twitter for iPhone","40.72875125","-74.19791906","14","","http://twitter.com/jerseygurl47/statuses/264089980324966400","","","","","","2012-11-01T19:42:12.000Z",1,19,42,12,"11-01 19:42","","","","post"
"172235",281,600,"en","http://www.twitter.com/SIYankeefan","SIYankeefan","5795","@HuffingtonPost pls RT @MikeBloomberg needs to postpone NYC Marathon due to #Sandy precious resources need to help victims not host Runners","Twitter for iPhone","40.56587805","-74.13555946","57","","http://twitter.com/SIYankeefan/statuses/264322588099112960","","","","","","2012-11-02T11:06:30.000Z",2,11,6,30,"11-02 11:06","","Sandy","HuffingtonPost,MikeBloomberg","post"
"33482",594,244,"en","http://www.twitter.com/dcschrader","dcschrader","5843","Seems like only 3 weeks ago I was here. #sandy #wyncotefire (@ Cheltenham High School) http://t.co/6qgm5gbl","foursquare","40.08696569","-75.16030312","64","","http://twitter.com/dcschrader/statuses/262704422268850176","","","","","","2012-10-28T23:56:29.000Z",28,23,56,29,"10-28 23:56","0","sandy,wyncotefire","","post"
"72619",137,585,"en","http://www.twitter.com/JKennedy9128","JKennedy9128","248","Brady is waiting for #Sandy http://t.co/NzBD0j6t","Twitter for iPhone","40.55318534","-74.71771377","17","","http://twitter.com/JKennedy9128/statuses/263006454984871936","","","","","","2012-10-29T19:56:40.000Z",29,19,56,40,"10-29 19:56","","Sandy","","post"
"151648",154,420,"en","http://www.twitter.com/Y18JOE","Y18JOE","2859","Comon sandy, you fucking cunt","Twitter for iPhone","51.47404996","-0.15148399","36","","http://twitter.com/Y18JOE/statuses/263575651494264832","","","","","","2012-10-31T09:38:26.000Z",31,9,38,26,"10-31 09:38","","","","post"
"199709",57,162,"en","http://www.twitter.com/Matt_Cornell_NW","Matt_Cornell_NW","212","Hurricane Sandy takes FSU to a whole new level #damn","Twitter for iPhone","48.02620959","-122.076366","27","","http://twitter.com/Matt_Cornell_NW/statuses/265274296723709952","","","","","","2012-11-05T02:08:15.000Z",5,2,8,15,"11-05 02:08","","damn","","post"
"196142",57,98,"en","http://www.twitter.com/Iam_dat_iam","Iam_dat_iam","2017","http://t.co/hThrjNfz","Twitter for iPhone","40.83276333","-74.10690274","","","http://twitter.com/Iam_dat_iam/statuses/265094361778368512","","","","","","2012-11-04T14:13:15.000Z",4,14,13,15,"11-04 14:13","","","","post"
"64979",262,118,"en","http://www.twitter.com/runBen","runBen","1591","Thanks for a 4 day weekend, #Sandy!!! xoxo","Twitter for iPad","40.74512887","-74.15129244","35","","http://twitter.com/runBen/statuses/262978945685782528","","","","","","2012-10-29T18:07:21.000Z",29,18,7,21,"10-29 18:07","0","Sandy","","post"
"8933",5,11,"en","http://www.twitter.com/carolineerclybu","carolineerclybu","2781","#Sandy ooz ?I am sure that is? and it also perfectly, it is all over again","dlvr.it","40.71597584","-73.89570313","12","","http://twitter.com/carolineerclybu/statuses/262179920510341120","","","","","","2012-10-27T13:12:18.000Z",27,13,12,18,"10-27 13:12","","Sandy","","post"
"27024",5866,139,"en","http://www.twitter.com/peter_hurley","peter_hurley","1706","Sandy isn't nearly as intense as THE HEADSHOT INTENSIVE! We are rolling thru tomorrow &amp; going old school natural light if power goes out!","Twitter for iPhone","40.7456638","-73.99424348","61","","http://twitter.com/peter_hurley/statuses/262658559232311297","","","","","","2012-10-28T20:54:15.000Z",28,20,54,15,"10-28 20:54","0","","","post"
"152962",469,876,"en","http://www.twitter.com/WTWH_Tom","WTWH_Tom","","Thanks to #Sandy, it def. was a spooky &amp; scary #Halloween drive to the office.  #poweroutages #rain #4waystops","Twitter for iPhone","41.49430926","-81.70500864","41","","http://twitter.com/WTWH_Tom/statuses/263612960361029633","","","","","","2012-10-31T12:06:42.000Z",31,12,6,42,"10-31 12:06","","Sandy,Halloween","","post"
"15229",699,1473,"en","http://www.twitter.com/TheRealB_DeRoy","TheRealB_DeRoy","6732","Not gonna lie, I'd love to see @AHurricaneSandy trash Connecticut. #NegativeWishfulThinkjng","Twitter for iPhone","41.45283857","-72.83117283","35","","http://twitter.com/TheRealB_DeRoy/statuses/262431976278069248","","","","","","2012-10-28T05:53:53.000Z",28,5,53,53,"10-28 05:53","","NegativeWishfulThinkjng","AHurricaneSandy","post"
"106540",687,1562,"pt","http://www.twitter.com/Matheus_Lucaas","Matheus_Lucaas","29617","""@Estadao: Furac?o Sandy j? causou 'pelo menos' 10 mortes nos EUA, diz CNN"" E eu achava que era Santa","Twitter for Android","-30.1251426","-51.3453925","40","","http://twitter.com/Matheus_Lucaas/statuses/263108902130946048","","","","","","2012-10-30T02:43:45.000Z",30,2,43,45,"10-30 02:43","0","","Estadao","post"
"149374",1,0,"en","http://www.twitter.com/eeqa863","eeqa863","83","#Sandy bgz","dlvr.it","38.93528107","-75.44697212","","","http://twitter.com/eeqa863/statuses/263519213421989889","","","","","","2012-10-31T05:54:11.000Z",31,5,54,11,"10-31 05:54","","Sandy","","post"
"88122",817,32,"en","http://www.twitter.com/vanessa_jardim","vanessa_jardim","112","Esperando o show da Sandy com @marcelofonsa @ home sweet home http://t.co/SabKF0vl","Instagram","40.76806641","-73.92383575","26","","http://twitter.com/vanessa_jardim/statuses/263051742701289472","","","","","","2012-10-29T22:56:37.000Z",29,22,56,37,"10-29 22:56","0","","marcelofonsa","post"
"38729",269,166,"en","http://www.twitter.com/heyyysammi","heyyysammi","9063","I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @z100mobounce http://t.co/ZZ3LI5YQ","foursquare","40.75037809","-73.98124695","49","","http://twitter.com/heyyysammi/statuses/262744139148455936","","","","","","2012-10-29T02:34:18.000Z",29,2,34,18,"10-29 02:34","0","","","post"
"118270",85,223,"en","http://www.twitter.com/chardyrooroo","chardyrooroo","3431","Scary stuff happening in New York right now, strange that I was there a month ago :( hope everyone is safe! #sandy","Twitter for iPhone","52.25024216","0.73736324","34","","http://twitter.com/chardyrooroo/statuses/263202503779311616","","","","","","2012-10-30T08:55:41.000Z",30,8,55,41,"10-30 08:55","","sandy","","post"
"165568",3021,1906,"en","http://www.twitter.com/lookwhatlabs","lookwhatlabs","28709","#foundationcracks = Home is not safe. #sandy Aftermath.","Twitter for iPhone","39.45994007","-75.88683969","58","","http://twitter.com/lookwhatlabs/statuses/264026889495117825","","","","","","2012-11-01T15:31:30.000Z",1,15,31,30,"11-01 15:31","","foundationcracks,sandy","","post"
"128073",62,67,"en","http://www.twitter.com/SHINee_Babyy","SHINee_Babyy","1099","No... Hurricane #Sandy is destroying New York... They should be prepared for this sort of thing!","Twitter for Android","51.5996678","-0.0866119","41","","http://twitter.com/SHINee_Babyy/statuses/263295591566675968","","","","","","2012-10-30T15:05:35.000Z",30,15,5,35,"10-30 15:05","","Sandy","","post"
"6307",244,294,"en","http://www.twitter.com/daisyheadmaesy","","6624","sone windows are already boarded up and everybody and their mother are filling every gas tank they have.! #Sandy #Virginia","Twitter for iPhone","37.76904487","-76.49867068","45","","http://twitter.com/daisyheadmaesy/statuses/261952232004669440","","","","","","2012-10-26T22:07:33.000Z",26,22,7,33,"10-26 22:07","0","Sandy","","post"
"105975",615,213,"es","http://www.twitter.com/KBanfi","KBanfi","7003","Para los que piden fotos, no tengo. No veo de aqui si se inundo el mall, la casa blanca. Solo se que hay un viento..... #huracanSandy","Twitter for iPhone","38.92111101","-77.0315643","51","","http://twitter.com/KBanfi/statuses/263107315446710272","","","","","","2012-10-30T02:37:26.000Z",30,2,37,26,"10-30 02:37","0","huracanSandy","","post"
"89629",186,188,"en","http://www.twitter.com/thatdancerallie","thatdancerallie","5177","Hurricane sandy is coming soon! Yayayayay &lt;3 #cuddlingweather  #tweetlikeagirl","Twitter for iPhone","41.4898602","-81.77238481","35","","http://twitter.com/thatdancerallie/statuses/263055550340796416","","","","","","2012-10-29T23:11:45.000Z",29,23,11,45,"10-29 23:11","","cuddlingweather,tweetlikeagirl","","post"
"162796",134,168,"en","http://www.twitter.com/Tiago_108","Tiago_108","1453","Not letting #hurricaneSandy mess up my night!","Twitter for iPhone","40.78075652","-74.01722903","42","","http://twitter.com/Tiago_108/statuses/263851862875316225","","","","","","2012-11-01T03:56:00.000Z",1,3,56,0,"11-01 03:56","","hurricaneSandy","","post"
"112360",137,131,"en","http://www.twitter.com/KaayDawn","KaayDawn","1910","@rummersizzo gurl r u ok? Did Sandy kill you dead? :c","Twitter for iPhone","36.39534279","-84.0733239","40","","http://twitter.com/KaayDawn/statuses/263133143370956801","","","","","","2012-10-30T04:20:04.000Z",30,4,20,4,"10-30 04:20","","","rummersizzo","post"
"96113",1,15,"en","http://www.twitter.com/restigepoc","restigepoc","253","#Sandy qlm huge support thanks @eunicewzhao @maricruzuwbowe @soonftbrothers @vivienrforeman u guys are really great","dlvr.it","31.01756298","-101.4054688","13","","http://twitter.com/restigepoc/statuses/263071858608439297","","","","","","2012-10-30T00:16:33.000Z",30,0,16,33,"10-30 00:16","","Sandy","eunicewzhao,maricruzuwbowe","post"
"96074",246,195,"en","http://www.twitter.com/saraellis_88","saraellis_88","1501","@Awall012 I knew you would keep hurricane sandy classy #bathroompic?","Twitter for iPhone","33.95005253","-83.38010599","42","http://twitter.com/Awall012/statuses/263071321188102144","http://twitter.com/saraellis_88/statuses/263071770628718594","","","","","","2012-10-30T00:16:12.000Z",30,0,16,12,"10-30 00:16","","bathroompic","Awall012","post"
"153084",23,15,"en","http://www.twitter.com/Draynin_Treys23","Draynin_Treys23","582","Sandy ur such a babe. #WreckingAllTheGuys in ur way.","Twitter for Android","40.7423105","-86.7700111","34","","http://twitter.com/Draynin_Treys23/statuses/263615316138029056","","","","","","2012-10-31T12:16:03.000Z",31,12,16,3,"10-31 12:16","","WreckingAllTheGuys","","post"
"91805",152,269,"en","http://www.twitter.com/Fivefor_Fitzing","Fivefor_Fitzing","971","Dear hurricane sandy, I appreciate the days off from classes, but was it necessary to take out the shore and nantucket too? #depressed","Twitter for iPhone","40.03505258","-75.33873704","32","","http://twitter.com/Fivefor_Fitzing/statuses/263061152353906689","","","","","","2012-10-29T23:34:00.000Z",29,23,34,0,"10-29 23:34","","depressed","","post"
"156264",73,222,"en","http://www.twitter.com/lisaheffernanxx","lisaheffernanxx","1694","my fence just fell down #slowyourrollsandy","Twitter for iPhone","41.47355102","-81.86006164","32","","http://twitter.com/lisaheffernanxx/statuses/263686770275778560","","","","","","2012-10-31T16:59:59.000Z",31,16,59,59,"10-31 16:59","","slowyourrollsandy","","post"
"149612",NA,0,"en","http://www.twitter.com/eufzari","eufzari","19","#Sandy bgz","dlvr.it","34.08853842","-111.8413814","","","http://twitter.com/eufzari/statuses/263523842343968768","","","","","","2012-10-31T06:12:34.000Z",31,6,12,34,"10-31 06:12","","Sandy","","post"
"146197",73,131,"en","http://www.twitter.com/piyuagarwal","piyuagarwal","41","US already had a pre Halloween night courtesy #Sandy. Can't scare the newyrorkers more then this.","Twitter for BlackBerry?","17.36762","78.47176","23","","http://twitter.com/piyuagarwal/statuses/263459946484613120","","","","","","2012-10-31T01:58:40.000Z",31,1,58,40,"10-31 01:58","","Sandy","","post"
"178321",150,201,"en","http://www.twitter.com/rahav","rahav","335","Dark Freedom Tower.   #nyc #blackout #frankenstorm #sandy #westvillage #flood @ 49 Grove http://t.co/TfqobHZy","Instagram","40.73301221","-74.003798","42","","http://twitter.com/rahav/statuses/264524569065422848","","","","","","2012-11-03T00:29:06.000Z",3,0,29,6,"11-03 00:29","0","nyc,blackout","","post"
"143177",100,603,"en","http://www.twitter.com/mattgoodie","mattgoodie","993","@njdotcom #njopen #NevadaDiner #bloomfield #nj #FSandy","Twitter for iPhone","40.806038","-74.1982677","57","http://twitter.com/njdotcom/statuses/263269787977793536","http://twitter.com/mattgoodie/statuses/263423223893467137","","","","","","2012-10-30T23:32:45.000Z",30,23,32,45,"10-30 23:32","","njopen,NevadaDiner","njdotcom","post"
"71450",29,72,"en","http://www.twitter.com/michalkaUK","michalkaUK","866","Good luck to all in #ny and surrounding areas. Look after yourselves. #HurricaneSandy","Twitter for iPhone","54.50927732","-3.56141464","13","","http://twitter.com/michalkaUK/statuses/263002307116036096","","","","","","2012-10-29T19:40:11.000Z",29,19,40,11,"10-29 19:40","","ny,HurricaneSandy","","post"
"88037",139,150,"pt","http://www.twitter.com/CarlosRyki","CarlosRyki","1729","Furac?o Sandy:::::::::::::::::::::::::::::::::::::::::J?nior como vc se sente em ter uma irm? cantora de funk?","Twitter for Android","-5.8320044","-35.207555","37","","http://twitter.com/CarlosRyki/statuses/263051535515271169","","","","","","2012-10-29T22:55:47.000Z",29,22,55,47,"10-29 22:55","","","","post"
"73422",65,366,"en","http://www.twitter.com/ActiveLaborGown","ActiveLaborGown","194","@weelicious @briannep Yum!!! #ParentsVsSandy #hurricanewoes #sandy #cabinFever #cooking","Twitter for iPhone","41.94057404","-73.83302071","","http://twitter.com/weelicious/statuses/263008166252523520","http://twitter.com/ActiveLaborGown/statuses/263009045089226752","","","","","","2012-10-29T20:06:57.000Z",29,20,6,57,"10-29 20:06","","ParentsVsSandy,hurricanewoes","weelicious,BrianneP","post"
"198927",43,133,"es","http://www.twitter.com/AndresRaamos","AndresRaamos","263","#Sandy Tormenta o amigo de Bob Esponja?","Twitter for iPhone","18.03624875","-92.90011986","33","","http://twitter.com/AndresRaamos/statuses/265231740329672704","","","","","","2012-11-04T23:19:09.000Z",4,23,19,9,"11-04 23:19","","Sandy","","post"
"83389",254,622,"en","http://www.twitter.com/Rawr1769","Rawr1769","1881","Made hurricane cookies ???? #sandy #rain #hurricane #yummy #funshit  @ Home http://t.co/2AfR3pOD","Instagram","40.56833267","-74.65416717","24","","http://twitter.com/Rawr1769/statuses/263039443039039488","","","","","","2012-10-29T22:07:44.000Z",29,22,7,44,"10-29 22:07","","sandy,rain","","post"
"83241",255,443,"en","http://www.twitter.com/erikson_rd","erikson_rd","3414","el ojo de #Sandy esta tocando tierra al sur de jersey","Twitter for BlackBerry?","40.68455","-73.83527","45","","http://twitter.com/erikson_rd/statuses/263039108417474560","","","","","","2012-10-29T22:06:25.000Z",29,22,6,25,"10-29 22:06","0","Sandy","","post"
"7271",137,159,"en","http://www.twitter.com/jtfetch","jtfetch","3218","@PeaceLoveSamii is on her way to watch me do the 11pm on @nbc40wmgm tonight. And on a huge news night! Couldn't be happier! #HurricaneSandy","Twitter for Android","39.3320196","-74.5849281","26","","http://twitter.com/jtfetch/statuses/262011260437159937","","","","","","2012-10-27T02:02:07.000Z",27,2,2,7,"10-27 02:02","","HurricaneSandy","PeaceLoveSamii,nbc40wmgm","post"
"32232",47,306,"en","http://www.twitter.com/jessicouchh","jessicouchh","1104","Praying for family and everyone else in DC ?? #Sandy","Twitter for iPhone","39.15276587","-84.61211298","29","","http://twitter.com/jessicouchh/statuses/262695066009739264","","","","","","2012-10-28T23:19:19.000Z",28,23,19,19,"10-28 23:19","","Sandy","","post"
"163854",51,87,"pt","http://www.twitter.com/resaltini","resaltini","3800","Bom dia pra voc? que est? achando que a turn? da Sandy nos EUA arrasou?","Twitter for Android","-23.49055257","-46.74155875","17","","http://twitter.com/resaltini/statuses/263950344453767168","","","","","","2012-11-01T10:27:20.000Z",1,10,27,20,"11-01 10:27","","","","post"
"102424",702,330,"en","http://www.twitter.com/_illuminare","_illuminare","3159","the dock at our marina is already underwater &amp; it's not even high tide #storm #Sandy @ Taylor's Point Marina http://t.co/fmi6WHnH","Instagram","41.74437541","-70.6192192","36","","http://twitter.com/_illuminare/statuses/263094226840064001","","","","","","2012-10-30T01:45:26.000Z",30,1,45,26,"10-30 01:45","0","storm,Sandy","","post"
"94501",NA,0,"en","http://www.twitter.com/abitqv","abitqv","11","#Sandy qlm huge support thanks @eunicewzhao @maricruzuwbowe @soonftbrothers @vivienrforeman u guys are really great","dlvr.it","33.18515432","-110.2516596","","","http://twitter.com/abitqv/statuses/263067960191631360","","","","","","2012-10-30T00:01:03.000Z",30,0,1,3,"10-30 00:01","","Sandy","eunicewzhao,maricruzuwbowe","post"
"153913",59,312,"en","http://www.twitter.com/derondejax","V5","V6","V11","V12","V14","V15","V17","V23","V24","V38","V40","V51","V52","V83","V121",NA,NA,NA,NA,"- :","V125","V128","V163","V164"
"57176",605,822,"en","http://www.twitter.com/FancySparkles","FancySparkles","31959","?@iAmJwill7: Fuck you Sandy! I'm chillin tho......... ?? http://t.co/zUz05w1m? nigga you look like u hiding from her ??????????","Twitter for iPhone","39.15460901","-75.55458286","44","","http://twitter.com/FancySparkles/statuses/262947382503821314","","","","","","2012-10-29T16:01:55.000Z",29,16,1,55,"10-29 16:01","0","","iAmJwill7","post"
"150362",3,10,"en","http://www.twitter.com/imosapop","imosapop","38","#Sandy bgz","dlvr.it","31.50590152","-83.03632813","","","http://twitter.com/imosapop/statuses/263542720344244224","","","","","","2012-10-31T07:27:35.000Z",31,7,27,35,"10-31 07:27","","Sandy","","post"
"93435",316,484,"en","http://www.twitter.com/One_OnlyChereen","One_OnlyChereen","2981","Thanks to the hurricane sandy I cant go to New York for my birthday :/","Mobile Web","39.7360146","-104.9760604","27","","http://twitter.com/One_OnlyChereen/statuses/263065557170016257","","","","","","2012-10-29T23:51:31.000Z",29,23,51,31,"10-29 23:51","","","","post"
"81940",529,579,"en","http://www.twitter.com/BlackYogis","BlackYogis","2972","Lights are flickering...#Sandy","Twitter for iPhone","40.86862432","-73.89583671","46","","http://twitter.com/BlackYogis/statuses/263035514851033088","","","","","","2012-10-29T21:52:08.000Z",29,21,52,8,"10-29 21:52","0","Sandy","","post"
"202524",26,68,"en","http://www.twitter.com/horsefacedjack","","232","#tree #car #wreck #sandy  @ Carroll Park (correct) http://t.co/5hsCRsTz","Instagram","40.68092723","-73.9956889","","","http://twitter.com/horsefacedjack/statuses/265532421062131713","","","","","","2012-11-05T19:13:57.000Z",5,19,13,57,"11-05 19:13","","tree,car","","post"
"119002",100,113,"en","http://www.twitter.com/ajwr_97","ajwr_97","702","Jaysus Hurricane Sandy is not friendly #godblessNJ seen some pics #badcraicSandy","Twitter for iPhone","53.26384817","-6.15101308","41","","http://twitter.com/ajwr_97/statuses/263217227145302017","","","","","","2012-10-30T09:54:11.000Z",30,9,54,11,"10-30 09:54","0","godblessNJ,badcraicSandy","","post"
"109057",6,19,"en","http://www.twitter.com/parman3232","parman3232","8","@McVeySandra Behave yourself Sandy!","Twitter for Android","37.0375672","-100.9051815","","http://twitter.com/McVeySandra/statuses/263013357341265920","http://twitter.com/parman3232/statuses/263117030423670785","","","","","","2012-10-30T03:16:03.000Z",30,3,16,3,"10-30 03:16","","","McVeySandra","post"
"29288",146,44,"en","http://www.twitter.com/saratehrani","saratehrani","464","Federal Government shut down. Classes at GW and DC city schools cancelled. School in CT cancelled. If I still have work I will cry #Sandy","Twitter for iPhone","38.90318224","-77.04832882","30","","http://twitter.com/saratehrani/statuses/262675607857537024","","","","","","2012-10-28T22:01:59.000Z",28,22,1,59,"10-28 22:01","0","Sandy","","post"
"89748",288,202,"en","http://www.twitter.com/MXLBLD","MXLBLD","7415","?@cnnbrk: National Hurricane Center: #Sandy is now a post-tropical storm. http://t.co/WxLh6j5n? Can we still call her Sandy then?","Twitter for iPhone","45.52845918","-73.57208129","59","","http://twitter.com/MXLBLD/statuses/263055845070364674","","","","","","2012-10-29T23:12:55.000Z",29,23,12,55,"10-29 23:12","0","Sandy","cnnbrk","post"
"33542",796,358,"en","http://www.twitter.com/CGlush","CGlush","3828","I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @alliedise @unolker @bkwenth @dan_mcknight @superdee http://t.co/3KCmrG50","foursquare","40.78963975","-73.79241943","61","","http://twitter.com/CGlush/statuses/262704886280495106","","","","","","2012-10-28T23:58:20.000Z",28,23,58,20,"10-28 23:58","0","","alliedise,UNOlker","post"
"148263",219,321,"en","http://www.twitter.com/Transit_Manager","Transit_Manager","810","Working through the night to restore full bus service Wednesday morning... Coffee please!  #transit #sandy","Twitter for Android","40.63376867","-74.12888815","44","","http://twitter.com/Transit_Manager/statuses/263492789378088960","","","","","","2012-10-31T04:09:11.000Z",31,4,9,11,"10-31 04:09","0","transit,sandy","","post"
"129238",0,4,"en","http://www.twitter.com/sephirhamilton","sephirhamilton","1","Down to 70,000 out. Assessing damage and starting to get the lights on up here in Ulster county. #hurricanesandy","Twitter for iPhone","42.15334612","-73.99023913","","","http://twitter.com/sephirhamilton/statuses/263302869934043136","","","","","","2012-10-30T15:34:30.000Z",30,15,34,30,"10-30 15:34","","hurricanesandy","","post"
"132117",22,50,"en","http://www.twitter.com/ArronHudd","ArronHudd","14","Thoughts going out to everyone affected by #sandy Thinking of you mum!!!","Twitter for iPhone","51.29840618","0.5026055","10","","http://twitter.com/ArronHudd/statuses/263322994124918785","","","","","","2012-10-30T16:54:28.000Z",30,16,54,28,"10-30 16:54","","sandy","","post"
"202523",137,251,"en","http://www.twitter.com/sarapannn","sarapannn","3113","Is that an ice cream truck or is it just ConEdison? The post-Sandy struggle","Twitter for iPhone","40.73665576","-73.99102058","35","","http://twitter.com/sarapannn/statuses/265532369015042050","","","","","","2012-11-05T19:13:44.000Z",5,19,13,44,"11-05 19:13","","","","post"
"131553",26,107,"en","http://www.twitter.com/Mhmd_3adel","Mhmd_3adel","419","@sabrinaghobrial M3 en el 3amlya hateb2a 5asrana m3ana bas el 5osara f sandy ahwan mn balwet #Morsy","Twitter for iPhone","29.99244792","31.15611103","33","http://twitter.com/sabrinaghobrial/statuses/263317504531775488","http://twitter.com/Mhmd_3adel/statuses/263318653381009408","","","","","","2012-10-30T16:37:13.000Z",30,16,37,13,"10-30 16:37","","Morsy","sabrinaghobrial","post"
"175663",241,224,"en","http://www.twitter.com/kej605","kej605","3884","I need to stop watching the news.  The reports about Sandy's destruction is just so depressing.","Twitter for Android","39.67761592","-75.76681362","44","","http://twitter.com/kej605/statuses/264465932141862912","","","","","","2012-11-02T20:36:06.000Z",2,20,36,6,"11-02 20:36","0","","","post"
"97092",105,104,"en","http://www.twitter.com/Mareeeweather","Mareeeweather","5394","?@hurricannesandy: I'M SNATCHIN ALL THESE BITCHES WEAVES OUT http://t.co/9MhBIiA6? @sara_stoney LMAO. SHE'S KILLIN ME.","Twitter for iPhone","42.05536097","-71.90704786","40","","http://twitter.com/Mareeeweather/statuses/263075883676471296","","","","","","2012-10-30T00:32:33.000Z",30,0,32,33,"10-30 00:32","","","hurricannesandy,sara_stoney","post"
"28082",130,93,"fr","http://www.twitter.com/JuliaEdery","JuliaEdery","2683","@sandy_smadja m'en parle pas ?a pue","Twitter for iPhone","48.79945197","2.51023578","43","http://twitter.com/sandy_smadja/statuses/262666175555698688","http://twitter.com/JuliaEdery/statuses/262666574668898304","","","","","","2012-10-28T21:26:06.000Z",28,21,26,6,"10-28 21:26","","","sandy_smadja","post"
"87497",53,59,"en","http://www.twitter.com/KidLam8o","KidLam8o","1279","Sandy better not get my my player deleted in already 50 games In and a starter in the all star and no 1 for MVP race and in the 3pt contest","Twitter for iPhone","43.16238269","-76.14460782","31","","http://twitter.com/KidLam8o/statuses/263050193837109248","","","","","","2012-10-29T22:50:28.000Z",29,22,50,28,"10-29 22:50","","","","post"
"92048",1698,427,"en","http://www.twitter.com/AmandaWills","AmandaWills","6295","Tree down at 20th and 3rd. #Sandy http://t.co/ATxWIktS","Twitter for iPhone","40.73741837","-73.98403983","66","","http://twitter.com/AmandaWills/statuses/263061845567488001","","","","","","2012-10-29T23:36:46.000Z",29,23,36,46,"10-29 23:36","0","Sandy","","post"
"30733",80,131,"en","http://www.twitter.com/FranckLompart","FranckLompart","1331","The #calm before the #storm #hurricane #sandy #pretty #eastvillage #nyc #myhood #sunset #fall  @ Avenue C http://t.co/MeIn8p9A","Instagram","40.71967322","-73.97712596","30","","http://twitter.com/FranckLompart/statuses/262684576936243200","","","","","","2012-10-28T22:37:38.000Z",28,22,37,38,"10-28 22:37","0","calm,storm","","post"
"139299",222,1078,"en","http://www.twitter.com/klphy","klphy","703","Washed up #surf #sandy #hurricane #hurricanesandy #fl #canaveralnationalse @ Shark Bite Capital Of The World http://t.co/iClbVZyj","Instagram","28.99878203","-80.87295145","47","","http://twitter.com/klphy/statuses/263386604075352064","","","","","","2012-10-30T21:07:14.000Z",30,21,7,14,"10-30 21:07","0","surf,sandy","","post"
"98025",115,1005,"en","http://www.twitter.com/Rah_UniQue","Rah_UniQue","20305","My phone sending me a message.... #Sandy #HurricaneSandy @ Frankenstorm Apocalypse - Hurricane Sandy http://t.co/JJ01JsaR","Instagram","40.79093941","-73.79173279","","","http://twitter.com/Rah_UniQue/statuses/263077962939785218","","","","","","2012-10-30T00:40:48.000Z",30,0,40,48,"10-30 00:40","0","Sandy,HurricaneSandy","","post"
"147165",579,403,"en","http://www.twitter.com/_RachelAcord","_RachelAcord","5579","Sandy &amp; every other storm: 1000 Red Toad Rd: 0 ?????? #noschoolnopowerBIGPROBLEMS","Twitter for iPhone","39.61406988","-75.98035209","44","","http://twitter.com/_RachelAcord/statuses/263472254019567618","","","","","","2012-10-31T02:47:35.000Z",31,2,47,35,"10-31 02:47","0","noschoolnopowerBIGPROBLEMS","","post"
